"";"year";"country.code";"income.group";"che_gdp";"gghed_che";"gghed_gdp";"tran_shi";"pvtd_che";"oops_che";"cfa_che";"gfa_che";"chi_che";"phc_che";"gghed_phc_gghed";"gghed_phc_phc";"gghe_gdp";"gghe_gge";"SH.MED.BEDS.ZS";"SH.MED.CMHW.P3";"SH.XPD.CHEX.GD.ZS";"SH.XPD.CHEX.PC.CD";"SH.XPD.GHED.CH.ZS";"SH.XPD.GHED.GD.ZS";"SH.XPD.GHED.GE.ZS";"SH.XPD.PVTD.CH.ZS";"SH.MED.NUMW.P3";"SH.XPD.EHEX.CH.ZS";"SH.MED.PHYS.ZS";"SH.XPD.OOPC.CH.ZS";"SH.UHC.OOPC.10.ZS";"SH.UHC.OOPC.25.ZS";"SH.SGR.CRSK.ZS";"SH.SGR.IRSK.ZS";"country";"coverage";"Aporte fiscal";"Seguridad social";"Seguros privados";"Gasto de bolsillo";"Gasto con recursos externos"
"1252";1963;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1253";1964;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1254";1965;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1255";1966;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1256";1967;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1257";1968;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1258";1969;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1259";1970;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,2537;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,346;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1260";1971;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1261";1972;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1262";1973;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1263";1974;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1264";1975;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1265";1976;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1266";1977;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1267";1978;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1268";1979;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1269";1980;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,7714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1270";1981;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1271";1982;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1272";1983;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1273";1984;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,49;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1274";1985;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1275";1986;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1276";1987;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1277";1988;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,553;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1278";1989;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1279";1990;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1280";1991;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1281";1992;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1282";1993;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,1778;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,578;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1283";1994;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1284";1995;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,65;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1285";1996;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1286";1997;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,4035;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1287";1998;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1288";1999;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,444;NA;NA;NA;NA;NA;NA;3,8477;NA;0,5762;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1289";2020;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1290";NA;"GRD";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Grenada";NA;38;0;4;54;3
"1291";1960;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,631088;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,184;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1292";1961;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1293";1962;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1294";1963;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1295";1964;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1296";1965;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,271;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1297";1966;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1298";1967;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1299";1968;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1300";1969;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1301";1970;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,1711;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,274;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1302";1971;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1303";1972;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1304";1973;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1305";1974;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1306";1975;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,0027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1307";1976;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1308";1977;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1309";1978;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1310";1979;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1311";1980;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1312";1981;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1313";1982;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1314";1983;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1315";1984;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,47;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1316";1985;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1317";1986;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,7212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1318";1987;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1319";1988;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,26;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1320";1989;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1321";1990;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,78;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1322";1991;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1323";1992;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1324";1993;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1325";1994;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1326";1995;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1327";1996;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1328";1997;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,933;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1329";1998;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1330";1999;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8751;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1331";2020;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,6;17,7;"Guatemala";NA;20;17;5;58;2
"1332";NA;"GTM";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guatemala";NA;20;17;5;58;2
"1333";1960;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,574692;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,255;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1334";1961;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1335";1962;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1336";1963;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1337";1964;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1338";1965;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1339";1966;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1340";1967;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1341";1968;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1342";1969;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1343";1970;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,763;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,235;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1344";1971;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1345";1972;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1346";1973;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1347";1974;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1348";1975;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,9728;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,249;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1349";1976;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1350";1977;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1351";1978;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1352";1979;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1353";1980;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1354";1981;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
"1355";1982;"GUY";"Up-Mid";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Guyana";NA;59;3;3;32;3
