"";"year";"country.code";"income.group";"che_gdp";"gghed_che";"gghed_gdp";"tran_shi";"pvtd_che";"oops_che";"cfa_che";"gfa_che";"chi_che";"phc_che";"gghed_phc_gghed";"gghed_phc_phc";"gghe_gdp";"gghe_gge";"SH.MED.BEDS.ZS";"SH.MED.CMHW.P3";"SH.XPD.CHEX.GD.ZS";"SH.XPD.CHEX.PC.CD";"SH.XPD.GHED.CH.ZS";"SH.XPD.GHED.GD.ZS";"SH.XPD.GHED.GE.ZS";"SH.XPD.PVTD.CH.ZS";"SH.MED.NUMW.P3";"SH.XPD.EHEX.CH.ZS";"SH.MED.PHYS.ZS";"SH.XPD.OOPC.CH.ZS";"SH.UHC.OOPC.10.ZS";"SH.UHC.OOPC.25.ZS";"SH.SGR.CRSK.ZS";"SH.SGR.IRSK.ZS";"country";"coverage";"Aporte fiscal";"Seguridad social";"Seguros privados";"Gasto de bolsillo";"Gasto con recursos externos"
"352";2011;"VEN";"Up-Mid";7,17711306;42,89540482;3,07865167;0,93842793;57,0892334;34,72499084;42,897686;32,944664;9,95302296;NA;NA;NA;3,07881557038281;7,79990127539499;0,915;NA;7,17709732;786,2913208;42,89540482;3,07864499;7,79948616;57,0892334;NA;0,01536639;NA;34,72499084;NA;NA;12,3;9;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"353";2009;"VEN";"Up-Mid";7,54578876;34,38837051;2,59487391;1,70888007;65,60512543;39,53265381;34,39019775;28,24987793;6,14032221;NA;NA;NA;2,59501171466666;7,93701176267082;1,1;NA;7,54578352;886,77722168;34,38837051;2,59487224;7,93659019;65,60512543;NA;0,00650343;NA;39,53265381;NA;NA;14,8;9,5;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"354";2007;"VEN";"Up-Mid";7,78345251;51,67077637;4,02177048;2,24120593;48,31311417;31,14585304;51,67350769;45,29877472;6,37473249;NA;NA;NA;4,02198310975945;11,3193435682664;1,3;NA;7,78344584;658,04937744;51,67077637;4,02176666;11,31874561;48,31311417;NA;0,01610795;NA;31,14585304;NA;NA;10,5;8,8;"Venezuela (Bolivarian Republic of)";NA;41;6;14;38;0
"355";2000;"ATG";"Hi";4,69438457;57,84612274;2,71551919;0;41,80508804;22,22428131;58,19491196;36,47870255;21,7162056;NA;NA;NA;2,73189269522535;11,9340575633528;NA;NA;4,69438457;512,56829834;57,84612274;2,71551919;11,86253166;41,80508804;NA;0,34878898;NA;22,22428131;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"356";2001;"ATG";"Hi";5,43587589;59,07860565;3,21143937;0;40,84836578;22,74691391;59,1516304;38,27851105;20,87312126;NA;NA;NA;3,21540936493987;12,1321379528796;2,6;NA;5,43587589;563,73712158;59,07860565;3,21143937;12,11715889;40,84836578;NA;0,07303306;NA;22,74691391;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"357";2002;"ATG";"Hi";5,28793621;58,43793869;3,09016109;0;41,42494583;22,74011803;58,57505035;41,49834061;17,07671356;NA;NA;NA;3,09741163165075;10,6758748871473;2,3;NA;5,28793621;550,0645752;58,43793869;3,09016109;10,65088463;41,42494583;NA;0,13711631;NA;22,74011803;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"358";2003;"ATG";"Hi";5,58626556;59,90863037;3,34665513;0;40,09136963;23,21789169;59,90863037;43,45357132;16,45506096;NA;NA;NA;3,34665511731602;12,4489103397746;2,5;NA;5,58626556;602,69360352;59,90863037;3,34665513;12,44891071;40,09136963;NA;0;NA;23,21789169;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"359";2004;"ATG";"Hi";5,11667967;58,03319931;2,96937275;0;41,92370987;24,31144524;58,03319931;41,15943527;16,87376213;NA;NA;NA;2,96937288683045;12,1265672335526;2,4;NA;5,11667967;585,72125244;58,03319931;2,96937275;12,12656689;41,92370987;NA;0,04309067;NA;24,31144524;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"360";2005;"ATG";"Hi";4,9945569;55,622612;2,77810311;0;44,22232437;27,07498169;55,622612;39,11535263;16,50725937;NA;NA;NA;2,77810320615942;11,5301727052632;2,4;NA;4,9945569;626,7166748;55,622612;2,77810311;11,53017235;44,22232437;NA;0,15506253;NA;27,07498169;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"361";2006;"ATG";"Hi";4,63347101;52,95463943;2,4536376;0;46,90571976;30,31648445;52,95750046;38,37588882;14,58160877;NA;NA;NA;2,45377035147247;8,36853556550218;2,4;NA;4,63347101;648,22711182;52,95463943;2,4536376;8,368083;46,90571976;NA;0,13964188;NA;30,31648445;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"362";2009;"ATG";"Hi";4,19123125;54,89453506;2,30075669;0;45,07781982;25,27703667;54,92218018;34,43503952;20,48714066;NA;NA;NA;2,30191556338881;6,33458029725229;2,2;NA;4,19123125;591,42523193;54,89453506;2,30075669;6,33139181;45,07781982;NA;0,02764631;NA;25,27703667;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"363";2012;"ATG";"Hi";5,47921419;56,2952652;3,08453822;0;43,7047348;26,8955822;56,2952652;32,8518486;23,4434166;NA;NA;NA;3,0845382287037;14,6323629004392;NA;NA;5,47921419;727,25695801;56,2952652;3,08453822;14,63236332;43,7047348;NA;0;NA;26,8955822;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"364";2015;"ATG";"Hi";5,27965546;59,78766251;3,15658259;0;40,21233749;23,53068924;59,78766251;33,24296188;26,54469872;NA;NA;NA;3,15658258464949;11,8175379128631;3,61;NA;5,27965546;754,24188232;59,78766251;3,15658259;11,81753826;40,21233749;4,5085;0;NA;23,53068924;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"365";2016;"ATG";"Hi";5,12190151;55,84991074;2,86057758;0;44,13653946;27,5195961;55,85832596;27,00500107;28,85332489;NA;NA;NA;2,86100839236917;11,608631332636;3,01;NA;5,12190151;778,45111084;55,84991074;2,86057758;11,60688305;44,13653946;4,4868;0,01355033;NA;27,5195961;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"366";2018;"ATG";"Hi";4,85093021;60,07439423;2,91416717;0;39,82854462;23,66021156;60,09327316;30,77452087;29,31875038;NA;NA;NA;2,91508287794185;12,6847080251004;NA;NA;5,23155928;875,17254639;55,51148224;2,90411592;11,66205025;44,39883423;4,5171;0,08968732;NA;29,45855904;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"367";2019;"ATG";"Hi";4,44295979;58,43976212;2,59645534;0;41,51376343;24,26510048;58,44409561;29,43480682;29,00928879;NA;NA;NA;2,59664768731892;11,3008323695441;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Antigua and Barbuda";NA;28;27;15;29;0
"368";2002;"ARG";"Up-Mid";7,3933115;54,55613708;4,03350496;0;43,47652054;29,99389839;54,56000519;23,6831665;30,87683868;NA;NA;NA;4,0337912620248;18,4587952941485;NA;NA;7,64670229;223,84860229;54,55613708;4,1717453;18,4574852;43,47652054;NA;1,96734369;NA;29,99389839;NA;NA;NA;NA;"Argentina";NA;24;37;11;28;0
"369";2003;"ARG";"Up-Mid";6,89451599;54,71241379;3,77215672;0;44,9441185;28,24989319;54,73311996;24,91959572;29,81352806;NA;NA;NA;3,77358409486738;17,1325030667689;NA;NA;7,11225414;262,28659058;54,71241379;3,8912859;17,12602234;44,9441185;NA;0,34346452;NA;28,24989319;NA;NA;17,8;16,3;"Argentina";NA;24;37;11;28;0
"370";2005;"ARG";"Up-Mid";7,61078882;51,41910172;3,9133997;0;47,39781952;33,06813049;51,44165802;23,24804497;28,19361687;NA;NA;NA;3,91511603363214;16,0287857303497;4;NA;7,61078882;392,58874512;51,41910172;3,9133997;16,02175903;47,39781952;NA;1,18307579;3,21;33,06813049;NA;NA;15;11,6;"Argentina";NA;24;37;11;28;0
"371";2006;"ARG";"Up-Mid";7,64032841;52,60231018;4,01898909;0;47,07147217;32,41083908;52,60456848;23,71002388;28,89454269;NA;NA;NA;4,01916171022931;15,1001519023878;NA;NA;7,64032841;455,7980957;52,60231018;4,01898909;15,09950352;47,07147217;NA;0,32621667;NA;32,41083908;NA;NA;11,1;9,5;"Argentina";NA;24;37;11;28;0
"372";2007;"ARG";"Up-Mid";7,83455086;54,30964279;4,25491619;0;45,4609375;31,28629875;54,33179092;24,82885742;29,50293732;NA;NA;NA;4,2566520557872;14,404619886593;NA;NA;7,83455086;572,0401001;54,30964279;4,25491619;14,39874649;45,4609375;NA;0,22942123;NA;31,28629875;NA;NA;9,7;8,3;"Argentina";NA;24;37;11;28;0
"373";2008;"ARG";"Up-Mid";8,18266869;55,09854507;4,50853157;0;43,97575378;30,2619133;55,10044098;24,49677658;30,6036644;NA;NA;NA;4,50868669073196;14,6565655350649;NA;NA;8,1826973;746,49328613;55,09854507;4,50854731;14,65606117;43,97575378;NA;0,92570257;NA;30,2619133;NA;NA;6,1;6,4;"Argentina";NA;24;37;11;28;0
"374";2009;"ARG";"Up-Mid";9,45598793;59,96014023;5,66982412;0;39,75198746;26,18709564;59,98348618;25,61382675;34,36966324;NA;NA;NA;5,67203136233603;16,4290262486625;NA;NA;9,45599556;785,67022705;59,96014023;5,66982841;16,42263222;39,75198746;NA;0,28787005;NA;26,18709564;NA;NA;5,2;6,1;"Argentina";NA;24;37;11;28;0
"375";2018;"ARG";"Up-Mid";9,66646481;61,406147;5,93580294;0;38,2912941;27,72951698;61,70417786;24,33860397;37,36557007;NA;NA;NA;5,96461207695816;15,1039237999406;NA;NA;9,62454033;1127,90722656;61,40730286;5,91017103;15,19464302;38,2901268;NA;0,30256653;NA;27,7300415;NA;NA;1,8;3,6;"Argentina";NA;24;37;11;28;0
"376";2019;"ARG";"Up-Mid";9,5100708;62,36080933;5,93055725;0;37,38851166;27,65851593;62,60494614;25,48254967;37,12239456;NA;NA;NA;5,95377456336365;15,5342610068456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,8;3,8;"Argentina";71,9;24;37;11;28;0
"377";2000;"BHS";"Hi";3,80487037;39,57864761;1,50591624;0;59,77048111;27,22701454;39,57864761;38,12307358;1,45557499;NA;NA;NA;1,50591629692917;12,6553382039542;3,5;NA;3,80487037;1030,96899414;39,57864761;1,50591624;12,76157379;59,77048111;NA;0,65086937;NA;27,22701454;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"378";2001;"BHS";"Hi";3,92440891;39,90871811;1,5661813;0;59,47859192;28,23169327;39,90871811;37,32995224;2,57876754;NA;NA;NA;1,56618136955999;13,2393258455285;3,4;NA;3,92440891;1078,69445801;39,90871811;1,5661813;13,36153412;59,47859192;NA;0,61268437;NA;28,23169327;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"379";2002;"BHS";"Hi";3,81251955;39,59148407;1,50943291;0;59,81783295;28,80686188;39,59148407;37,46543121;2,12604809;NA;NA;NA;1,50943287005968;12,9519548975845;3,4000000954;NA;3,81251955;1100,53259277;39,59148407;1,50943291;13,05284691;59,81783295;NA;0,59068519;NA;28,80686188;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"380";2003;"BHS";"Hi";4,01998568;40,5092392;1,62846553;0;58,92986679;28,64151382;40,5092392;38,81097794;1,69826293;NA;NA;NA;1,62846565806088;13,1552735765027;3,4;NA;4,01998568;1138,74060059;40,5092392;1,62846553;13,26399422;58,92986679;NA;0,56089538;NA;28,64151382;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"381";2004;"BHS";"Hi";4,04628181;39,83108521;1,61167789;0;59,62305069;29,60046577;39,83108521;37,58970642;2,24137902;NA;NA;NA;1,61167799094423;13,0417731974978;3,4;NA;4,04628181;1148,94238281;39,83108521;1,61167789;13,14751816;59,62305069;NA;0,54586518;NA;29,60046577;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"382";2005;"BHS";"Hi";4,03196478;39,37672424;1,58765554;0;60,11897278;30,36487389;39,37672424;37,2135582;2,16316366;NA;NA;NA;1,58765553751525;12,8634101046129;NA;NA;4,03196478;1220,78820801;39,37672424;1,58765554;12,8528223;60,11897278;NA;0,50430667;NA;30,36487389;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"383";2006;"BHS";"Hi";4,30935764;38,45758057;1,65727472;0;60,85769653;29,36036682;38,45758057;35,93453598;2,52304626;NA;NA;NA;1,65727472754992;12,7262176397281;3,2;NA;4,30935764;1323,53088379;38,45758057;1,65727472;12,69744682;60,85769653;NA;0,68472451;NA;29,36036682;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"384";2007;"BHS";"Hi";4,4963069;40,03848267;1,80025303;0;59,31004333;28,72886658;40,03848267;37,66041565;2,37806511;NA;NA;NA;1,80025302090789;13,4993549265537;3,2;NA;4,4963069;1415,03674316;40,03848267;1,80025303;12,56744671;59,31004333;NA;0,65147471;NA;28,72886658;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"385";2014;"BHS";"Hi";5,57097006;44,95444489;2,50439858;0;54,49462128;28,32532883;44,95444489;40,70810699;4,24633455;NA;NA;NA;2,50439852042837;15,0670689545208;2,76;NA;5,67255783;1670,24035645;44,95444489;2,55006671;14,44155407;54,49462128;NA;0,55093813;NA;28,32532883;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"386";2015;"BHS";"Hi";5,2271986;44,35163116;2,31834769;0;55,05726242;30,39039993;44,35163116;40,00660324;4,34502602;NA;NA;NA;2,31834785850909;13,6570280538229;2,83;NA;5,20896244;1635,88293457;44,35163116;2,31025958;12,74655914;55,05726242;NA;0,59110457;NA;30,39039993;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"387";2016;"BHS";"Hi";5,62038803;48,65687943;2,73470545;0;50,79774857;28,03924179;44,23760605;39,61329269;4,6243124;NA;NA;NA;2,73470544303797;14,6222775571493;NA;NA;5,61615086;1774,02172852;48,65687943;2,7326436;14,56352806;50,79774857;NA;0,54537362;NA;28,03924179;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"388";2018;"BHS";"Hi";5,92999935;49,94552994;2,96176958;39,78934097;49,52278519;27,33548927;39,47565079;33,94404221;5,53160524;NA;NA;NA;NA;NA;NA;NA;6,24896193;2013,37927246;50,21815872;3,13811374;15,86937904;49,25304794;4,5669;0,52878946;NA;27,18660164;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"389";2019;"BHS";"Hi";5,74977493;51,96248245;2,98772573;37,0635376;47,52725601;26,23400116;42,55144119;37,40630341;5,14513493;NA;NA;NA;2,98772574872966;15,3327014142101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Bahamas";NA;44;6;22;27;1
"390";2002;"BRB";"Hi";5,86123419;53,51586914;3,13669062;0;44,40620804;36,52173615;54,87231445;54,75423431;0,11808046;NA;NA;NA;3,25848240350877;9,69585784147509;NA;NA;5,86123419;665,92028809;53,51586914;3,13669062;9,01399517;44,40620804;NA;2,07792068;NA;36,52173615;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"391";2003;"BRB";"Hi";6,68377304;56,23847961;3,75885224;0;41,92995834;35,93107986;57,23242188;57,14692307;0,08549511;NA;NA;NA;3,88126992662408;11,9951235719788;7,3;NA;6,68377304;781,96508789;56,23847961;3,75885224;11,11892796;41,92995834;NA;1,83156502;NA;35,93107986;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"392";2004;"BRB";"Hi";7,31510305;59,38097382;4,34377909;0;39,40134811;33,58927155;59,62838364;59,55594254;0,07244417;NA;NA;NA;4,43285380766439;14,2633955539468;7,3;NA;7,31510305;915,30462646;59,38097382;4,34377909;13,41295052;39,40134811;NA;1,21768141;NA;33,58927155;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"393";2006;"BRB";"Hi";6,58324289;56,26591873;3,70412207;0;42,20868683;35,38161087;56,91440201;56,84236908;0,07203358;NA;NA;NA;3,8033204;12,546346333203;6,6;NA;6,58324289;1000,6171875;56,26591873;3,70412207;11,79474163;42,20868683;NA;1,52539277;NA;35,38161087;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"394";2007;"BRB";"Hi";6,05583191;54,45846176;3,29791307;0;43,57706833;36,84221649;55,50983429;55,38618469;0,12365325;NA;NA;NA;3,41319366709457;10,8933200409696;NA;NA;6,05583191;1015,60668945;54,45846176;3,29791307;10,16448784;43,57706833;NA;1,96446872;NA;36,84221649;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"395";2008;"BRB";"Hi";6,47676373;55,32143784;3,58303857;0;41,57781219;35,45526886;57,06587601;56,95294189;0,11293487;NA;NA;NA;3,7583082245559;11,8273626139428;7,6;NA;6,47676373;1107,04602051;55,32143784;3,58303857;10,88561249;41,57781219;NA;3,10074687;NA;35,45526886;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"396";2011;"BRB";"Hi";6,89933872;48,49534607;3,34585834;0;48,49702454;42,18822479;50,58941269;50,49604797;0,09336001;NA;NA;NA;3,54211177949544;11,2418300599659;NA;NA;6,89933872;1135,5177002;48,49534607;3,34585834;10,24545479;48,49702454;NA;3,00763011;NA;42,18822479;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"397";2015;"BRB";"Hi";6,7748456;47,23840714;3,20032907;0;51,04409409;44,00276184;48,39966202;48,34161758;0,0580455;NA;NA;NA;3,30820352184517;9,3908366077664;5,9;NA;6,7748456;1119,54821777;47,23840714;3,20032907;9,08461857;51,04409409;NA;1,7174983;NA;44,00276184;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"398";2016;"BRB";"Hi";6,68155098;47,15645599;3,15078282;0;51,12524796;44,0699234;48,31596756;48,26013565;0,05583435;NA;NA;NA;3,25731029016563;9,60782210778626;5,89;NA;6,68155098;1129,19335938;47,15645599;3,15078282;9,29360676;51,12524796;NA;1,71829891;NA;44,0699234;16,3744926452637;3,81942129135132;NA;NA;"Barbados";NA;45;0;8;47;1
"399";2018;"BRB";"Hi";6,56259155;44,77546692;2,93843102;0;54,03665924;46,51942825;45,70454407;45,64781189;0,05673174;NA;NA;NA;3,01638630295881;10,1473868584656;NA;NA;6,56259155;1164,54455566;44,77546692;2,93843102;9,88513851;54,03665924;3,06;1,18787313;NA;46,51942825;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"400";2019;"BRB";"Hi";6,29990387;44,83425903;2,82451534;0;54,27687836;46,72623062;45,38402557;45,32631683;0,0577075;NA;NA;NA;2,88051274860818;10,8258231655844;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Barbados";NA;45;0;8;47;1
"401";2001;"BLZ";"Up-Mid";4,63241482;51,50496292;2,38592339;0;41,82368088;33,60850143;51,95168686;46,30954361;5,64214754;NA;NA;NA;2,40661775201845;6,88626267656766;NA;NA;4,58810091;156,85630798;51,70423889;2,37224269;6,8270483;41,59858704;NA;6,69717026;NA;33,42762756;NA;NA;NA;NA;"Belize";NA;60;8;6;23;2
"402";2002;"BLZ";"Up-Mid";4,71499634;52,26268768;2,46418405;4,51503134;41,33571243;33,21638107;52,92594528;43,52107239;9,40487194;NA;NA;NA;2,49545644534632;7,66047094850498;NA;NA;4,65947151;165,59913635;52,40341949;2,44172215;7,56447172;41,177742;NA;6,41883898;NA;33,08943939;NA;NA;NA;NA;"Belize";NA;60;8;6;23;2
"403";2003;"BLZ";"Up-Mid";4,62012959;50,56510162;2,33617306;0;41,6875;33,49906921;52,80221176;45,67454529;7,12766552;NA;NA;NA;2,43953057535641;7,41677716718266;1,2999999523;NA;4,56673813;167,88917542;50,71727753;2,31612539;7,10254526;41,51200485;NA;7,77071476;NA;33,35804749;NA;NA;29,4;20;"Belize";NA;60;8;6;23;2
"404";2004;"BLZ";"Up-Mid";4,48231363;50,91133881;2,28200603;0;41,63490677;33,45681;53,0532074;46,47636032;6,57684898;NA;NA;NA;2,37801130619048;7,86428935905512;1,3;NA;4,43332624;169,63439941;51,08468628;2,26475072;7,54679155;41,43618011;NA;7,47913122;NA;33,29711914;NA;NA;30,9;20,9;"Belize";NA;60;8;6;23;2
"405";2005;"BLZ";"Up-Mid";4,49777079;53,10925674;2,38873291;0;39,77492523;31,96217155;54,16422653;47,77132416;6,39289618;NA;NA;NA;2,43618262880509;8,53827701592357;1,2;NA;4,43362761;174,03317261;53,2246933;2,35978484;8,42564297;39,64402008;NA;7,13128376;NA;31,85698128;NA;NA;28,5;20,6;"Belize";NA;60;8;6;23;2
"406";2006;"BLZ";"Up-Mid";4,56418276;56,93388748;2,59856677;39,29166794;36,0499649;28,96888542;59,41761017;52,01375961;7,4038496;NA;NA;NA;2,71192851717005;10,1623739937985;1,3;NA;4,51539469;188,70393372;57,12363815;2,57935739;9,76786232;35,83683395;NA;7,03953218;NA;28,79761696;NA;NA;28,2;20,8;"Belize";NA;60;8;6;23;2
"407";2007;"BLZ";"Up-Mid";5,32664824;59,93031693;3,19227767;46,93619919;30,97445679;24,89032936;65,32996368;57,38327026;7,94669294;NA;NA;NA;3,47989764566929;11,3757271814672;1,2;NA;5,23698997;226,0124054;59,98802948;3,14156723;9,97341347;30,90799141;NA;9,10397816;NA;24,83691788;NA;NA;27;21,3;"Belize";NA;60;8;6;23;2
"408";2008;"BLZ";"Up-Mid";5,68234491;66,06208038;3,75387549;40,08914948;28,52222633;22,9197731;67,56557465;59,61991119;7,94566631;NA;NA;NA;3,83930924231197;13,6345995328947;1,2;NA;5,59683084;249,63131714;66,14024353;3,70175719;13,090065;28,43766212;NA;5,42210007;NA;22,85181999;NA;NA;28,9;22,5;"Belize";NA;60;8;6;23;2
"409";2015;"BLZ";"Up-Mid";5,9350915;67,95101929;4,03295517;93,69048309;29,08317184;23,3705368;69,32757568;59,58023834;9,7473402;NA;NA;NA;4,11465523340099;11,5848537959184;NA;NA;5,81823015;284,11450195;67,82137299;3,94600344;11,38270187;29,21847725;174,4361;2,96015263;NA;23,47926331;NA;NA;26;21,7;"Belize";NA;60;8;6;23;2
"410";2016;"BLZ";"Up-Mid";6,14959431;68,8132019;4,23173332;92,94154358;29,52723885;23,72737885;69,25682068;60,91122437;8,3455925;NA;NA;NA;4,25901316605582;12,271908773355;1,22;NA;6,04090405;296,22402954;68,77166748;4,15443039;11,98878384;29,56977844;182,6764;1,65855312;NA;23,76156235;NA;NA;23,9;19,9;"Belize";NA;60;8;6;23;2
"411";2019;"BLZ";"Up-Mid";5,96689224;69,86820221;4,16896009;95,94739532;27,14195824;21,81062317;70,13088226;62,28341293;7,84746408;NA;NA;NA;4,1846337848398;12,253858962624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,4;22,5;"Belize";33;60;8;6;23;2
"412";2000;"BOL";"Low-Mid";4,39554119;55,32917404;2,43201637;2,99198222;38,41328812;33,50730133;59,97237015;27,62112999;32,35124207;NA;NA;NA;2,60015078427823;8,86951520239112;NA;NA;4,39554119;43,84843826;55,32917404;2,43201637;8,29598331;38,41328812;NA;6,25753689;NA;33,50730133;11,0644869506359;3,83918695151806;NA;NA;"Bolivia Plurinational States of";NA;42;29;4;23;2
"413";2002;"BOL";"Low-Mid";4,89645052;53,14351273;2,60214591;2,51262808;39,88735962;33,92093658;59,61207581;26,99648476;32,61559296;NA;NA;NA;2,83417612092022;8,51289125568332;NA;NA;4,89645052;44,27474976;53,14351273;2,60214591;7,81595182;39,88735962;NA;6,96912575;NA;33,92093658;8,23398157954216;3,1954862177372;NA;NA;"Bolivia Plurinational States of";NA;42;29;4;23;2
"414";2003;"BOL";"Low-Mid";5,19709635;53,00777054;2,75486469;2,30538058;38,06578445;32,02861404;62,15766525;30,90110397;31,25656319;NA;NA;NA;3,14681131511696;9,83690388582538;1;NA;5,19709635;47,16543961;53,00777054;2,75486469;8,61168194;38,06578445;NA;8,92644691;NA;32,02861404;NA;NA;52,6;54,2;"Bolivia Plurinational States of";NA;42;29;4;23;2
"415";2004;"BOL";"Low-Mid";4,86315727;52,13727188;2,53551769;2,43259907;38,65198898;32,59438705;60,55075455;29,88227272;30,66847992;NA;NA;NA;2,86021498662856;8,84304301327709;1;NA;4,86315727;47,04486847;52,13727188;2,53551769;7,83916283;38,65198898;NA;9,21074009;NA;32,59438705;NA;NA;49,1;51,6;"Bolivia Plurinational States of";NA;42;29;4;23;2
"416";2005;"BOL";"Low-Mid";5,07408142;54,26985168;2,75369644;3,43800592;38,11709595;32,00019455;62,25346375;31,24016762;31,01329422;NA;NA;NA;3,06789030228241;9,2456836467251;NA;NA;5,07408142;52,48216629;54,26985168;2,75369644;8,29879856;38,11709595;NA;7,6130538;NA;32,00019455;NA;NA;51,8;53;"Bolivia Plurinational States of";NA;42;29;4;23;2
"417";2006;"BOL";"Low-Mid";4,6608758;56,02086639;2,61106277;2,28904605;38,23095703;32,26539612;62,1840477;32,03859711;30,14544868;NA;NA;NA;2,81956148857741;9,45086685130791;1,1;NA;4,6608758;56,81023026;56,02086639;2,61106277;8,75200176;38,23095703;NA;5,74817896;NA;32,26539612;NA;NA;50,4;51,9;"Bolivia Plurinational States of";NA;42;29;4;23;2
"418";2008;"BOL";"Low-Mid";4,60677242;58,65034485;2,70188808;2,13080096;35,4160347;30,36822891;63,54589462;35,84762955;27,69826698;NA;NA;NA;2,85862012108307;8,09047477767616;1,1;NA;4,60677242;79,01570129;58,65034485;2,70188808;7,64689159;35,4160347;NA;5,93362188;NA;30,36822891;4,07760286331177;0,813702583312988;40,8;44,5;"Bolivia Plurinational States of";NA;42;29;4;23;2
"419";2015;"BOL";"Low-Mid";6,55064964;65,74084473;4,30645227;2,64600801;31,18536377;27,32661629;67,71186066;39,51547623;28,19638824;NA;NA;NA;4,3671645415404;9,79395060554681;1,13;NA;6,55064964;198,87557983;65,74084473;4,30645227;9,65779591;31,18536377;1,1914;3,0737884;NA;27,32661629;6,01785612106323;1,08576714992523;28,3;34,6;"Bolivia Plurinational States of";NA;42;29;4;23;2
"420";2018;"BOL";"Low-Mid";6,64209032;72,80451965;4,835742;1,66718006;25,5754528;21,9814682;73,88426208;43,05787277;30,82638741;NA;NA;NA;4,84822162411455;13,0698744177133;NA;NA;6,30102587;223,59788513;71,1684494;4,48434305;12,08904457;26,95981026;NA;1,87173676;NA;23,17128754;NA;NA;20,2;27,6;"Bolivia Plurinational States of";NA;42;29;4;23;2
"421";2019;"BOL";"Low-Mid";6,9233799;71,23578644;4,93192387;1,67540205;27,63630486;23,86875534;72,27393341;42,33988953;29,93404198;NA;NA;NA;4,94163704009739;13,7013577928768;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,6;25,9;"Bolivia Plurinational States of";66,6;42;29;4;23;2
"422";2015;"BRA";"Up-Mid";8,90929508;43,25646591;3,85384679;0;56,66340637;24,70735931;43,33174133;42,57931519;0,75242448;NA;NA;NA;3,86055312981992;10,032100658884;2,15;NA;8,87090969;781,80999756;42,91173553;3,80666113;9,89121819;57,00765228;9,1081;0,08061141;NA;28,44441605;NA;NA;13,6;11,8;"Brazil";NA;42;0;31;28;0
"423";2016;"BRA";"Up-Mid";9,16901207;43,06282806;3,94843602;0;56,86286545;24,42057228;43,10124207;42,50284576;0,59839326;42,04465485;NA;NA;3,95195816712025;9,96987239783993;2,11;NA;9,20742226;801,41131592;42,95980453;3,95549059;9,9722681;56,96614838;9,351;0,07404638;NA;27,40692139;NA;NA;14,9;13,3;"Brazil";NA;42;0;31;28;0
